axis.jar;CVE-2014-3596
axis-1.4.jar;CVE-2012-5784
axis-1.4.jar;CVE-2014-3596
httpclient-4.0.1.jar;CVE-2015-5262
javax.el-api-3.0.0.jar;CVE-2013-2566
javax.interceptor-api-1.2.jar;CVE-2015-2808
javax.mail-1.5.2.jar;CVE-2007-6059
spring-core-3.2.9.RELEASE.jar;CVE-2014-3625
spring-core-4.0.5.RELEASE.jar;CVE-2014-3625
xmlsec-1.5.4.jar;CVE-2013-2172
